unique_id,ds,y_freight,y_items,y_weight_kg,items_missing_weight
14_09,2017-08-28,125.08,8,20.293,0
14_09,2017-09-04,51.69,4,5.625,0
14_09,2017-09-11,67.53,5,5.908,0
14_09,2017-09-18,60.989999999999995,4,9.734,0
14_09,2017-09-25,72.69,6,5.509,0
14_09,2017-10-02,56.68,4,4.764,0
14_09,2017-10-09,71.45,5,4.668,0
14_09,2017-10-16,65.92,5,3.398,0
14_09,2017-10-23,53.82,4,3.148,0
14_09,2017-10-30,62.53,5,4.65,0
14_09,2017-11-06,52.28,4,3.8000000000000003,0
14_09,2017-11-20,137.75,10,12.716000000000001,0
14_09,2017-11-27,106.8,7,11.251,0
14_09,2017-12-04,52.47,4,3.465,0
14_09,2017-12-11,63.19,5,2.392,0
14_09,2017-12-18,41.93,3,3.8499999999999996,0
14_09,2017-12-25,39.4,3,2.625,0
14_09,2018-01-01,13.97,1,2.25,0
14_09,2018-01-08,50.54,4,3.575,0
14_09,2018-01-15,113.06,9,7.227,0
14_09,2018-01-22,75.15,6,4.3,0
14_09,2018-01-29,117.63,8,9.983,0
14_09,2018-02-05,78.68,4,13.0,0
14_09,2018-02-12,48.48,4,1.294,0
14_09,2018-02-19,75.91,6,2.99,0
14_09,2018-02-26,189.13,14,16.147,0
14_09,2018-03-05,129.20999999999998,9,10.971,0
14_09,2018-03-12,86.0,6,3.692,0
14_09,2018-03-19,58.93,4,11.818,0
14_09,2018-03-26,128.63,9,26.507,0
14_09,2018-04-02,113.21,8,17.367,0
14_09,2018-04-09,87.87,6,4.675,0
14_09,2018-04-16,28.4,3,6.784,0
14_09,2018-04-23,73.36,5,7.614,0
14_09,2018-04-30,161.84,12,18.951,0
14_09,2018-05-07,57.45,6,4.112,0
14_09,2018-05-14,180.9,13,27.766,0
14_09,2018-05-21,71.83,6,6.168,0
14_09,2018-05-28,54.61,4,2.154,0
14_09,2018-06-04,52.14,4,1.15,0
14_09,2018-06-11,28.189999999999998,2,1.779,0
14_09,2018-06-18,76.44,5,6.166,0
14_09,2018-06-25,133.05,8,13.445,0
14_09,2018-07-02,13.81,1,0.4,0
14_09,2018-07-09,71.78,1,8.25,0
14_09,2018-07-16,162.09,9,23.3,0
14_09,2018-07-23,68.51,5,6.8229999999999995,0
14_09,2018-07-30,135.8,7,45.625,0
14_09,2018-08-06,106.05,7,8.65,0
14_09,2018-08-13,59.14,4,4.01,0
14_09,2018-08-20,76.12,6,12.175,0
14_11,2016-10-03,77.85000000000001,4,26.9,0
14_11,2017-01-30,54.44,4,8.05,0
14_11,2017-02-27,70.7,5,6.45,0
14_11,2017-03-13,10.96,1,0.25,0
14_11,2017-03-20,10.96,1,0.4,0
14_11,2017-04-17,10.96,1,0.25,0
14_11,2017-04-24,38.21,3,2.8609999999999998,0
14_11,2017-05-01,32.88,3,1.0,0
14_11,2017-05-08,28.919999999999998,2,2.35,0
14_11,2017-05-15,66.08,5,4.65,0
14_11,2017-05-29,12.13,1,1.383,0
14_11,2017-06-05,39.71,3,2.983,0
14_11,2017-06-19,12.76,1,0.526,0
14_11,2017-06-26,25.39,2,1.625,0
14_11,2017-07-03,47.58,4,2.4,0
14_11,2017-07-10,120.58,6,25.35,0
14_11,2017-07-17,39.24,3,2.8,0
14_11,2017-07-24,36.620000000000005,3,2.067,0
14_11,2017-07-31,53.910000000000004,4,4.633,0
14_11,2017-08-07,91.1,7,8.9,0
14_11,2017-08-21,44.4,3,17.733,0
14_11,2017-08-28,87.72,7,5.05,0
14_11,2017-09-04,77.28999999999999,6,8.038,0
14_11,2017-09-11,65.71,5,4.992,0
14_11,2017-09-18,61.58,3,18.55,0
14_11,2017-09-25,25.14,2,2.55,0
14_11,2017-10-02,51.76,4,3.722,0
14_11,2017-10-09,62.16,3,21.65,0
14_11,2017-10-16,45.93,3,6.15,0
14_11,2017-10-23,31.96,2,6.8,0
14_11,2017-10-30,26.21,2,9.65,0
14_11,2017-11-06,107.99000000000001,5,24.844,0
14_11,2017-11-13,25.240000000000002,2,56.824999999999996,0
14_11,2017-11-20,248.49,17,37.307,0
14_11,2017-11-27,51.91,4,2.892,0
14_11,2017-12-04,61.17,5,2.45,0
14_11,2017-12-11,86.36,6,5.644,0
14_11,2017-12-18,11.85,1,0.4,0
14_11,2017-12-25,25.5,2,1.3,0
14_11,2018-01-01,77.45,5,11.6,0
14_11,2018-01-08,56.81999999999999,3,14.049999999999999,0
14_11,2018-01-15,47.31999999999999,3,2.749,0
14_11,2018-01-22,25.740000000000002,2,1.138,0
14_11,2018-01-29,82.48,6,7.3,0
14_11,2018-02-05,42.239999999999995,3,3.494,0
14_11,2018-02-12,111.88,9,4.7829999999999995,0
14_11,2018-02-19,96.6,4,19.902,0
14_11,2018-02-26,39.9,3,3.1500000000000004,0
14_11,2018-03-05,62.92,4,5.397,0
14_11,2018-03-12,169.5,11,18.61,0
14_11,2018-03-19,78.35,6,1.828,0
14_11,2018-03-26,95.3,7,4.822,0
14_11,2018-04-02,173.12,11,30.319000000000003,0
14_11,2018-04-09,53.67,4,3.6500000000000004,0
14_11,2018-04-16,45.76,3,4.864,0
14_11,2018-04-23,38.98,4,3.3339999999999996,0
14_11,2018-04-30,63.480000000000004,5,4.344,0
14_11,2018-05-07,135.93,11,13.474,0
14_11,2018-05-14,183.46,10,18.776,0
14_11,2018-05-21,38.37,3,0.6000000000000001,0
14_11,2018-05-28,65.23,5,9.05,0
14_11,2018-06-04,142.15,9,32.1,0
14_11,2018-06-11,45.88,3,1.6219999999999999,0
14_11,2018-06-18,40.18,3,1.484,0
14_11,2018-06-25,60.019999999999996,5,4.16,0
14_11,2018-07-02,14.33,1,2.0,0
14_11,2018-07-09,68.45,5,3.9,0
14_11,2018-07-16,112.02,8,6.5169999999999995,0
14_11,2018-07-23,45.28,3,3.3,0
14_11,2018-07-30,107.57,7,5.1,0
14_11,2018-08-06,70.52,5,4.7,0
14_11,2018-08-13,132.96,9,12.827,0
14_11,2018-08-20,53.58,4,2.05,0
14_12,2016-10-03,13.2,1,0.9,0
14_12,2017-01-09,14.4,1,2.2,0
14_12,2017-01-16,23.48,2,1.6,0
14_12,2017-01-23,10.96,1,0.443,0
14_12,2017-01-30,18.0,1,0.835,0
14_12,2017-02-06,11.23,1,0.8,0
14_12,2017-02-20,22.840000000000003,2,1.3,0
14_12,2017-02-27,23.93,2,1.5,0
14_12,2017-03-06,21.92,2,0.75,0
14_12,2017-03-20,21.98,2,0.378,0
14_12,2017-03-27,10.96,1,0.25,0
14_12,2017-04-17,23.78,2,2.225,0
14_12,2017-04-24,16.98,1,2.35,0
14_12,2017-05-08,37.02,3,3.8579999999999997,0
14_12,2017-05-15,74.99,5,8.55,0
14_12,2017-05-22,24.78,2,0.771,0
14_12,2017-05-29,24.26,2,3.208,0
14_12,2017-06-05,25.38,2,1.4,0
14_12,2017-06-12,38.61,3,1.25,0
14_12,2017-06-19,37.49,3,2.9370000000000003,0
14_12,2017-06-26,38.87,3,4.433,0
14_12,2017-07-03,37.35,3,2.3499999999999996,0
14_12,2017-07-17,59.66,5,3.938,0
14_12,2017-07-24,74.27,4,8.6,0
14_12,2017-07-31,125.43,7,8.35,0
14_12,2017-08-07,51.769999999999996,4,3.675,0
14_12,2017-08-14,35.75,3,1.4,0
14_12,2017-08-21,78.97,6,6.175,0
14_12,2017-08-28,65.95,3,17.825,0
14_12,2017-09-04,64.35,3,18.25,0
14_12,2017-09-11,55.019999999999996,4,4.667,0
14_12,2017-09-18,38.45,3,2.042,0
14_12,2017-09-25,36.39,3,1.8,0
14_12,2017-10-16,25.880000000000003,2,1.6880000000000002,0
14_12,2017-10-23,25.25,2,1.7999999999999998,0
14_12,2017-10-30,48.239999999999995,4,1.75,0
14_12,2017-11-06,111.89,8,35.205,0
14_12,2017-11-13,109.49,6,17.258000000000003,0
14_12,2017-11-20,52.72,4,4.83,0
14_12,2017-11-27,102.08,8,6.63,0
14_12,2017-12-04,80.44,6,3.757,0
14_12,2017-12-11,25.939999999999998,2,2.575,0
14_12,2017-12-18,45.05,3,1.512,0
14_12,2017-12-25,53.769999999999996,4,2.5170000000000003,0
14_12,2018-01-01,102.45,8,7.945,0
14_12,2018-01-08,66.35,5,3.6,0
14_12,2018-01-15,64.1,5,5.941999999999999,0
14_12,2018-01-22,91.65,7,5.925,0
14_12,2018-01-29,45.95,4,4.194,0
14_12,2018-02-05,70.88,5,5.433,0
14_12,2018-02-19,84.71000000000001,5,16.0,0
14_12,2018-02-26,37.33,3,2.1879999999999997,0
14_12,2018-03-05,52.89,4,5.138,0
14_12,2018-03-12,61.62,4,5.125,0
14_12,2018-03-19,110.1,7,13.551,0
14_12,2018-03-26,54.14,4,3.4,0
14_12,2018-04-02,69.76,5,3.907,0
14_12,2018-04-09,13.04,1,0.15,0
14_12,2018-04-16,108.06,7,10.738,0
14_12,2018-04-23,28.4,2,1.75,0
14_12,2018-04-30,75.38,5,6.463,0
14_12,2018-05-07,52.76,4,0.585,0
14_12,2018-05-14,28.349999999999998,4,1.6179999999999999,0
14_12,2018-05-21,42.31,3,3.3,0
14_12,2018-05-28,32.58,2,8.15,0
14_12,2018-06-04,154.22,8,17.455,0
14_12,2018-06-11,133.11,8,21.396,0
14_12,2018-06-18,14.07,1,0.95,0
14_12,2018-06-25,46.06,3,2.9829999999999997,0
14_12,2018-07-02,13.96,1,0.8,0
14_12,2018-07-16,73.12,5,5.125,0
14_12,2018-07-23,18.89,2,1.85,0
14_12,2018-07-30,141.39,8,13.549999999999999,0
14_12,2018-08-06,70.42,5,7.588,0
14_12,2018-08-13,79.88999999999999,2,22.35,0
14_12,2018-08-20,59.53,4,3.05,0
14_13,2016-10-03,55.95,5,5.529999999999999,0
14_13,2016-10-10,11.03,1,0.5,0
14_13,2017-01-16,61.59,5,7.667,0
14_13,2017-01-23,29.59,2,6.449999999999999,0
14_13,2017-01-30,95.83,7,8.795,0
14_13,2017-02-06,44.34,3,5.95,0
14_13,2017-02-13,50.35,4,3.6999999999999997,0
14_13,2017-02-20,96.94000000000001,7,12.334999999999999,0
14_13,2017-02-27,109.93,7,9.325,0
14_13,2017-03-06,57.730000000000004,5,2.688,0
14_13,2017-03-13,67.27,5,6.966,0
14_13,2017-03-20,80.95,6,20.95,0
14_13,2017-03-27,78.34,6,7.3790000000000004,0
14_13,2017-04-03,150.05,13,16.183,0
14_13,2017-04-10,22.840000000000003,2,1.15,0
14_13,2017-04-17,152.6,12,14.807,0
14_13,2017-04-24,49.260000000000005,4,3.2500000000000004,0
14_13,2017-05-01,77.98,6,6.718,0
14_13,2017-05-08,83.0,6,7.0,0
14_13,2017-05-15,178.2,13,29.708,0
14_13,2017-05-22,84.59,6,23.433,0
14_13,2017-05-29,71.83,5,25.15,0
14_13,2017-06-05,138.05,9,20.416999999999998,0
14_13,2017-06-12,152.42000000000002,11,13.006,0
14_13,2017-06-19,64.72,5,5.441000000000001,0
14_13,2017-06-26,115.56,9,9.216,0
14_13,2017-07-03,104.62,8,11.432,0
14_13,2017-07-10,184.58,10,36.874,0
14_13,2017-07-17,187.82,12,25.458,0
14_13,2017-07-24,95.28,7,8.450000000000001,0
14_13,2017-07-31,85.60000000000001,6,23.439,0
14_13,2017-08-07,210.3,13,40.833,0
14_13,2017-08-14,37.09,3,1.35,0
14_13,2017-08-21,142.75,11,10.966000000000001,0
14_13,2017-08-28,89.42999999999999,7,4.926,0
14_13,2017-09-04,124.73,9,14.120999999999999,0
14_13,2017-09-11,107.97,8,8.308,0
14_13,2017-09-18,196.07,15,17.136,0
14_13,2017-09-25,144.57,7,12.394,0
14_13,2017-10-02,144.09,9,23.973,0
14_13,2017-10-09,67.28,5,3.9579999999999997,0
14_13,2017-10-16,164.8,13,16.144,0
14_13,2017-10-23,58.67,4,5.5920000000000005,0
14_13,2017-10-30,127.45,8,23.384999999999998,0
14_13,2017-11-06,285.67,18,27.118000000000002,0
14_13,2017-11-13,124.03999999999999,9,12.401,0
14_13,2017-11-20,415.46999999999997,30,35.094,0
14_13,2017-11-27,131.7,10,10.147,0
14_13,2017-12-04,148.94,12,8.888,0
14_13,2017-12-11,219.67000000000002,15,20.374,0
14_13,2017-12-18,74.54,6,3.058,0
14_13,2017-12-25,40.43,3,4.675,0
14_13,2018-01-01,115.98,7,14.916999999999998,0
14_13,2018-01-08,191.05,15,8.402,0
14_13,2018-01-15,169.68,10,36.592,0
14_13,2018-01-22,179.09,14,19.907,0
14_13,2018-01-29,225.36,16,30.964,0
14_13,2018-02-05,221.89,15,21.974,0
14_13,2018-02-12,209.7,15,19.35,0
14_13,2018-02-19,299.78,21,44.813,0
14_13,2018-02-26,284.74,21,29.988,0
14_13,2018-03-05,137.18,10,8.452,0
14_13,2018-03-12,325.25,23,26.289,0
14_13,2018-03-19,423.21,24,30.575,0
14_13,2018-03-26,167.98,12,8.194,0
14_13,2018-04-02,142.21,10,11.940999999999999,0
14_13,2018-04-09,168.71,12,27.979999999999997,0
14_13,2018-04-16,121.95,12,8.251,0
14_13,2018-04-23,95.65,10,6.372,0
14_13,2018-04-30,124.81,10,10.494,0
14_13,2018-05-07,136.44,13,7.8069999999999995,0
14_13,2018-05-14,242.09,15,25.862,0
14_13,2018-05-21,291.81,15,55.483,0
14_13,2018-05-28,113.99,8,11.116999999999999,0
14_13,2018-06-04,538.1899999999999,23,71.535,0
14_13,2018-06-11,195.35,12,23.656,0
14_13,2018-06-18,363.18,20,53.185,0
14_13,2018-06-25,111.59,5,8.893,0
14_13,2018-07-02,73.52,4,20.434,0
14_13,2018-07-09,67.34,5,2.696,0
14_13,2018-07-16,111.52,8,7.383,0
14_13,2018-07-23,273.79,16,58.56,0
14_13,2018-07-30,410.92,26,40.301,0
14_13,2018-08-06,212.6,12,44.704,0
14_13,2018-08-13,349.96,23,65.942,0
14_13,2018-08-20,75.48,5,6.085,0
14_14,2017-01-23,18.0,1,1.7,0
14_14,2017-01-30,17.3,1,3.35,0
14_14,2017-02-06,11.81,1,0.75,0
14_14,2017-02-13,21.92,2,0.8,0
14_14,2017-02-27,10.96,1,0.4,0
14_14,2017-03-06,11.88,1,0.95,0
14_14,2017-03-13,28.23,2,2.45,0
14_14,2017-03-20,11.74,1,0.9,0
14_14,2017-03-27,25.85,1,13.1,0
14_14,2017-04-03,85.57,6,16.8,0
14_14,2017-04-10,27.55,2,2.35,0
14_14,2017-04-17,23.22,2,2.383,0
14_14,2017-04-24,11.23,1,0.2,0
14_14,2017-05-01,12.77,1,0.4,0
14_14,2017-05-08,90.48,7,9.233,0
14_14,2017-05-15,12.69,1,1.0,0
14_14,2017-05-22,103.93,7,69.2,0
14_14,2017-06-05,37.51,1,15.15,0
14_14,2017-06-19,16.16,1,1.45,0
14_14,2017-06-26,23.98,2,1.6,0
14_14,2017-07-03,38.75,3,3.0999999999999996,0
14_14,2017-07-10,12.76,1,0.8,0
14_14,2017-07-17,54.64,4,4.7829999999999995,0
14_14,2017-07-24,84.85,7,4.167,0
14_14,2017-07-31,25.15,1,3.0,0
14_14,2017-08-07,25.17,2,2.0,0
14_14,2017-08-14,12.7,1,0.7,0
14_14,2017-08-21,28.71,2,4.425,0
14_14,2017-08-28,12.45,1,2.15,0
14_14,2017-09-18,12.89,1,0.7,0
14_14,2017-09-25,39.11,3,2.055,0
14_14,2017-10-02,26.47,2,2.3,0
14_14,2017-10-09,61.65,5,4.848,0
14_14,2017-10-16,50.59,5,2.45,0
14_14,2017-10-23,29.229999999999997,3,3.545,0
14_14,2017-11-13,41.91,4,1.717,0
14_14,2017-11-20,156.47,11,16.791,0
14_14,2017-11-27,40.11,3,4.2,0
14_14,2017-12-04,38.35,3,3.5940000000000003,0
14_14,2017-12-11,20.09,2,1.822,0
14_14,2017-12-18,12.9,1,0.586,0
14_14,2017-12-25,12.9,1,1.35,0
14_14,2018-01-01,47.18,4,3.2169999999999996,0
14_14,2018-01-08,41.81,3,3.7140000000000004,0
14_14,2018-01-15,37.55,3,8.013,0
14_14,2018-01-22,26.189999999999998,2,1.447,0
14_14,2018-01-29,96.67,5,21.575,0
14_14,2018-02-05,40.79,3,4.45,0
14_14,2018-02-12,78.8,6,4.133,0
14_14,2018-02-19,45.93,3,4.0,0
14_14,2018-02-26,111.03,7,23.043,0
14_14,2018-03-05,57.66,4,7.85,0
14_14,2018-03-12,74.85,5,8.992,0
14_14,2018-03-19,148.47,13,10.368,0
14_14,2018-04-02,29.02,2,2.65,0
14_14,2018-04-09,45.67,4,3.95,0
14_14,2018-04-16,72.96000000000001,6,6.159,0
14_14,2018-04-23,75.97999999999999,5,22.1,0
14_14,2018-04-30,82.00999999999999,9,3.498,0
14_14,2018-05-07,125.96,11,19.131,0
14_14,2018-05-14,43.4,4,3.189,0
14_14,2018-05-21,21.84,2,0.496,0
14_14,2018-05-28,60.82,5,3.208,0
14_14,2018-06-04,53.34,3,6.71,0
14_14,2018-06-11,55.41,4,3.583,0
14_14,2018-06-18,42.74,3,2.971,0
14_14,2018-06-25,54.43000000000001,3,10.000000000000002,0
14_14,2018-07-02,37.02,2,9.45,0
14_14,2018-07-09,14.68,1,1.4,0
14_14,2018-07-16,57.54,5,1.435,0
14_14,2018-07-23,81.68,6,3.7750000000000004,0
14_14,2018-07-30,134.83,10,12.516,0
14_14,2018-08-06,55.15,4,1.835,0
14_14,2018-08-13,144.4,11,5.518,0
14_14,2018-08-20,96.02,7,4.383,0
14_15,2017-01-16,10.96,1,0.4,0
14_15,2017-02-06,62.77,4,16.4,0
14_15,2017-02-13,10.96,1,0.2,0
14_15,2017-02-20,10.96,1,0.15,0
14_15,2017-02-27,11.24,1,1.383,0
14_15,2017-03-06,25.91,2,1.75,0
14_15,2017-03-13,10.96,1,0.25,0
14_15,2017-03-20,65.94,5,8.904,0
14_15,2017-04-10,23.28,2,0.788,0
14_15,2017-05-08,17.29,1,3.55,0
14_15,2017-05-29,13.44,1,1.2,0
14_15,2017-06-05,12.69,1,0.45,0
14_15,2017-06-12,41.4,3,4.906000000000001,0
14_15,2017-06-26,12.25,1,6.35,0
14_15,2017-07-03,92.57,8,7.608,0
14_15,2017-07-17,98.03,6,10.273,0
14_15,2017-07-24,25.27,2,3.0999999999999996,0
14_15,2017-07-31,16.33,1,0.425,0
14_15,2017-08-07,64.24,5,4.957000000000001,0
14_15,2017-08-14,25.32,2,1.2839999999999998,0
14_15,2017-08-28,69.51,5,5.638,0
14_15,2017-09-04,13.51,1,0.95,0
14_15,2017-09-11,13.46,1,0.3,0
14_15,2017-09-18,12.48,1,1.1,0
14_15,2017-09-25,12.44,1,0.584,0
14_15,2017-10-02,43.53,3,3.9,0
14_15,2017-10-09,57.93,2,20.05,0
14_15,2017-10-16,13.37,1,1.05,0
14_15,2017-10-23,37.23,3,1.4500000000000002,0
14_15,2017-10-30,16.26,1,1.383,0
14_15,2017-11-06,51.16,3,1.95,0
14_15,2017-11-13,67.46000000000001,5,5.008,0
14_15,2017-11-20,214.74,16,20.900000000000002,0
14_15,2017-11-27,82.05,6,7.55,0
14_15,2017-12-04,28.11,2,1.5230000000000001,0
14_15,2017-12-11,50.849999999999994,4,1.75,0
14_15,2017-12-25,25.049999999999997,2,2.09,0
14_15,2018-01-01,14.56,1,0.342,0
14_15,2018-01-08,75.38,6,5.857,0
14_15,2018-01-15,12.8,1,0.9,0
14_15,2018-01-22,58.92,3,10.457,0
14_15,2018-01-29,69.69,4,17.014,0
14_15,2018-02-05,38.63,3,3.2,0
14_15,2018-02-12,31.74,1,12.85,0
14_15,2018-02-19,69.84,5,6.557,0
14_15,2018-02-26,23.84,2,1.0070000000000001,0
14_15,2018-03-05,45.94,3,8.05,0
14_15,2018-03-12,33.0,2,4.05,0
14_15,2018-03-19,59.56,4,5.186,0
14_15,2018-03-26,13.69,1,0.165,0
14_15,2018-04-02,12.79,1,0.117,0
14_15,2018-04-16,31.79,3,9.529,0
14_15,2018-04-23,39.6,3,1.25,0
14_15,2018-04-30,37.86,4,3.136,0
14_15,2018-05-07,24.86,2,2.933,0
14_15,2018-05-14,13.01,1,0.15,0
14_15,2018-05-21,27.189999999999998,2,2.6500000000000004,0
14_15,2018-05-28,25.6,2,9.7,0
14_15,2018-06-04,28.2,2,1.792,0
14_15,2018-06-11,54.59,3,10.280999999999999,0
14_15,2018-06-25,91.37,6,4.818,0
14_15,2018-07-02,27.759999999999998,2,1.5339999999999998,0
14_15,2018-07-16,82.08,4,12.075,0
14_15,2018-07-23,13.57,1,0.25,0
14_15,2018-07-30,41.900000000000006,3,2.253,0
14_15,2018-08-06,41.24,3,3.359,0
14_15,2018-08-13,14.78,1,1.05,0
14_15,2018-08-20,42.49,6,3.4,0
14_16,2017-02-27,12.02,1,1.75,0
14_16,2017-03-06,13.04,1,0.5,0
14_16,2017-04-10,11.28,1,0.2,0
14_16,2017-04-17,12.29,1,7.55,0
14_16,2017-05-22,12.83,1,0.8,0
14_16,2017-05-29,23.11,1,1.037,0
14_16,2017-06-12,48.68,4,1.233,0
14_16,2017-06-19,26.27,2,2.15,0
14_16,2017-06-26,12.47,1,0.5,0
14_16,2017-07-10,12.13,1,1.825,0
14_16,2017-07-17,38.51,1,16.9,0
14_16,2017-07-31,12.69,1,0.573,0
14_16,2017-08-14,41.94,3,1.992,0
14_16,2017-09-04,13.93,1,1.55,0
14_16,2017-09-11,11.85,1,0.25,0
14_16,2017-09-18,41.52,3,3.8209999999999997,0
14_16,2017-10-16,12.69,1,0.68,0
14_16,2017-11-06,17.91,1,1.725,0
14_16,2017-11-13,34.72,2,5.7,0
14_16,2017-11-20,12.82,1,0.55,0
14_16,2017-11-27,13.9,1,1.35,0
14_16,2017-12-11,61.69,3,9.95,0
14_16,2018-01-01,15.55,1,0.425,0
14_16,2018-01-15,83.48,6,4.677,0
14_16,2018-01-22,26.759999999999998,2,3.8,0
14_16,2018-01-29,25.71,2,1.85,0
14_16,2018-02-05,12.25,1,0.35,0
14_16,2018-03-05,18.38,1,3.25,0
14_16,2018-03-12,32.31,2,3.575,0
14_16,2018-03-19,53.63,3,10.75,0
14_16,2018-03-26,31.65,2,10.25,0
14_16,2018-04-16,15.38,1,17.45,0
14_16,2018-04-23,12.8,1,0.157,0
14_16,2018-04-30,10.3,2,2.134,0
14_16,2018-05-07,36.1,3,6.800000000000001,0
14_16,2018-06-04,12.79,1,0.25,0
14_16,2018-06-25,21.72,1,5.15,0
14_16,2018-07-02,22.33,2,2.75,0
14_16,2018-07-30,13.98,1,0.825,0
14_16,2018-08-06,27.810000000000002,2,1.236,0
14_17,2016-10-03,11.13,1,0.2,0
14_17,2017-01-09,13.16,1,2.1,0
14_17,2017-01-23,10.96,1,0.7,0
14_17,2017-01-30,10.96,1,0.7,0
14_17,2017-02-06,14.33,1,1.2,0
14_17,2017-03-06,22.89,2,0.8500000000000001,0
14_17,2017-03-13,11.24,1,1.383,0
14_17,2017-03-20,28.65,2,3.061,0
14_17,2017-03-27,11.24,1,1.383,0
14_17,2017-04-03,24.88,2,3.15,0
14_17,2017-04-17,24.59,2,2.218,0
14_17,2017-04-24,12.64,1,0.311,0
14_17,2017-05-01,26.57,2,1.611,0
14_17,2017-05-15,9.99,1,0.8,0
14_17,2017-05-29,34.21,1,15.35,0
14_17,2017-06-05,11.85,1,0.35,0
14_17,2017-06-12,14.65,1,0.6,0
14_17,2017-07-10,73.13,3,22.3,0
14_17,2017-07-17,15.35,1,0.4,0
14_17,2017-07-24,79.6,3,18.6,0
14_17,2017-08-07,27.06,2,0.984,0
14_17,2017-08-14,70.83,5,9.2,0
14_17,2017-08-21,70.32000000000001,4,16.95,0
14_17,2017-08-28,13.86,1,1.7,0
14_17,2017-09-04,12.76,1,4.338,0
14_17,2017-09-11,13.37,1,0.5,0
14_17,2017-09-18,49.76,2,15.875,0
14_17,2017-09-25,13.47,1,2.9,0
14_17,2017-10-09,23.7,2,0.35,0
14_17,2017-10-16,9.94,1,0.8,0
14_17,2017-10-23,13.69,1,0.368,0
14_17,2017-11-06,13.71,1,0.825,0
14_17,2017-11-13,27.97,2,1.542,0
14_17,2017-11-20,49.269999999999996,4,1.675,0
14_17,2017-11-27,117.25,9,5.1690000000000005,0
14_17,2017-12-04,12.2,1,15.2,0
14_17,2017-12-11,65.24,5,6.333,0
14_17,2017-12-18,25.44,2,4.6,0
14_17,2017-12-25,17.21,1,1.2,0
14_17,2018-01-01,23.7,2,0.275,0
14_17,2018-01-08,34.41,3,2.8339999999999996,0
14_17,2018-01-22,24.54,2,0.8999999999999999,0
14_17,2018-01-29,13.08,1,1.6,0
14_17,2018-02-12,102.78,4,2.142,0
14_17,2018-02-19,66.75999999999999,5,2.99,0
14_17,2018-02-26,16.24,1,1.383,0
14_17,2018-03-05,13.17,1,0.9,0
14_17,2018-03-12,25.310000000000002,2,1.8,0
14_17,2018-03-19,52.8,5,10.225000000000001,0
14_17,2018-03-26,57.07,4,8.886,0
14_17,2018-04-02,43.77,3,1.738,0
14_17,2018-04-09,26.2,2,2.3,0
14_17,2018-04-16,112.83,5,26.213,0
14_17,2018-04-23,80.52,6,18.058,0
14_17,2018-04-30,12.83,2,0.927,0
14_17,2018-05-07,0.0,1,0.342,0
14_17,2018-05-14,13.18,1,0.35,0
14_17,2018-05-21,35.79,2,7.333,0
14_17,2018-05-28,48.01,3,1.341,0
14_17,2018-06-04,38.43,3,2.2750000000000004,0
14_17,2018-06-11,14.81,1,1.1,0
14_17,2018-06-18,71.72,4,17.049999999999997,0
14_17,2018-07-02,8.36,1,1.9,0
14_17,2018-07-09,27.880000000000003,2,1.108,0
14_17,2018-07-23,51.89,4,1.109,0
14_17,2018-07-30,71.75,5,4.775,0
14_17,2018-08-06,22.71,2,0.9,0
14_17,2018-08-20,34.63,2,3.2329999999999997,0
14_18,2016-10-03,24.52,2,2.52,0
14_18,2017-01-09,27.66,2,2.6,0
14_18,2017-01-23,21.92,2,0.886,0
14_18,2017-02-06,11.88,1,1.1,0
14_18,2017-02-13,10.96,1,0.2,0
14_18,2017-02-20,11.74,1,3.0,0
14_18,2017-02-27,16.23,1,4.1,0
14_18,2017-03-06,22.65,2,1.683,0
14_18,2017-03-20,29.17,2,3.825,0
14_18,2017-03-27,50.17,4,4.9,0
14_18,2017-04-24,55.24,5,2.483,0
14_18,2017-05-01,11.24,1,1.383,0
14_18,2017-05-08,61.0,5,5.083,0
14_18,2017-05-15,12.89,1,0.9,0
14_18,2017-05-22,14.73,1,1.125,0
14_18,2017-05-29,12.06,1,2.3,0
14_18,2017-06-05,49.89,4,4.575,0
14_18,2017-06-12,62.29,5,2.9000000000000004,0
14_18,2017-06-19,23.98,2,1.583,0
14_18,2017-07-03,25.4,2,1.85,0
14_18,2017-07-10,86.38,7,24.166,0
14_18,2017-07-17,52.089999999999996,4,3.4000000000000004,0
14_18,2017-07-24,39.41,3,5.983,0
14_18,2017-07-31,24.54,2,0.544,0
14_18,2017-08-07,48.379999999999995,4,1.45,0
14_18,2017-08-14,12.69,1,0.9,0
14_18,2017-08-21,41.55,3,25.05,0
14_18,2017-08-28,62.98,3,20.137999999999998,0
14_18,2017-09-04,74.31,6,10.9,0
14_18,2017-09-11,80.89,6,7.199999999999999,0
14_18,2017-09-18,14.13,1,2.1,0
14_18,2017-09-25,69.74,3,19.869,0
14_18,2017-10-02,12.74,1,0.875,0
14_18,2017-10-09,63.75,5,3.6109999999999998,0
14_18,2017-10-16,29.91,2,3.208,0
14_18,2017-10-23,28.41,3,2.0940000000000003,0
14_18,2017-10-30,65.53,5,4.9430000000000005,0
14_18,2017-11-06,18.04,1,3.45,0
14_18,2017-11-13,75.53999999999999,6,5.167,0
14_18,2017-11-20,168.44,12,15.162,0
14_18,2017-11-27,65.78,4,6.617999999999999,0
14_18,2017-12-11,17.68,1,3.4,0
14_18,2017-12-18,55.160000000000004,4,5.53,0
