unique_id,ds,y_freight,y_items,y_weight_kg,items_missing_weight
02_93,2018-05-14,58.34,3,13.926,0
02_94,2017-04-10,16.05,1,0.3,0
02_94,2017-05-01,14.1,1,0.15,0
02_94,2017-09-11,14.1,1,0.2,0
02_94,2017-10-02,14.1,1,0.2,0
02_94,2018-03-05,77.45,2,5.7170000000000005,0
02_94,2018-03-19,14.16,1,0.2,0
02_94,2018-06-04,88.94,2,18.7,0
02_94,2018-08-06,15.59,1,0.457,0
02_95,2017-02-27,16.12,1,0.3,0
02_95,2017-03-20,16.15,1,0.1,0
02_95,2017-06-12,15.1,1,0.2,0
02_95,2017-08-28,15.2,1,0.25,0
02_95,2017-09-25,31.73,1,5.2,0
02_95,2017-11-20,1.73,1,0.1,0
02_95,2017-12-04,30.23,2,0.725,0
02_95,2018-01-22,16.11,1,0.8,0
02_95,2018-02-05,16.52,1,0.65,0
02_95,2018-02-12,31.4,2,0.75,0
02_95,2018-02-19,15.31,1,0.4,0
02_95,2018-02-26,15.11,1,2.0,0
02_95,2018-03-05,18.34,1,3.305,0
02_95,2018-03-12,18.33,1,0.2,0
02_95,2018-05-07,22.99,1,0.95,0
02_95,2018-05-28,34.23,1,0.45,0
02_95,2018-07-02,27.36,1,2.6,0
02_95,2018-07-30,23.46,1,1.8,0
02_95,2018-08-06,105.12,1,14.813,0
02_96,2017-05-08,17.67,1,1.6,0
02_96,2017-08-21,18.37,1,1.125,0
02_96,2017-09-11,15.17,1,0.1,0
02_96,2017-10-02,15.24,1,0.2,0
02_96,2017-12-11,17.94,1,1.25,0
02_96,2018-01-15,16.94,1,1.25,0
02_96,2018-01-29,15.11,1,2.0,0
02_96,2018-02-05,15.1,1,0.15,0
02_96,2018-02-19,15.1,1,0.25,0
02_96,2018-03-12,18.23,1,0.3,0
02_96,2018-04-09,19.36,1,0.65,0
02_96,2018-05-14,36.46,2,0.9,0
02_97,2017-04-03,17.85,1,1.25,0
02_97,2017-06-19,63.36,2,10.4,0
02_97,2017-11-06,15.1,1,0.25,0
02_97,2017-11-20,49.73,3,1.0,0
02_97,2018-02-26,54.339999999999996,3,15.100000000000001,0
02_97,2018-05-07,27.2,1,4.025,0
02_97,2018-06-04,44.7,1,1.85,0
02_97,2018-07-02,19.53,1,0.342,0
02_97,2018-07-30,109.38,6,2.0999999999999996,0
02_97,2018-08-06,18.59,1,0.457,0
02_98,2017-01-23,19.04,1,1.0,0
02_98,2017-10-30,15.1,1,0.3,0
02_98,2017-11-27,16.11,1,0.8,0
02_98,2018-01-15,17.6,1,1.7,0
02_98,2018-01-22,30.2,2,0.5,0
02_98,2018-03-19,18.72,1,0.35,0
02_98,2018-06-25,18.69,1,0.15,0
02_98,2018-07-02,18.87,1,0.45,0
02_99,2017-06-05,18.3,1,0.5,0
02_99,2017-08-28,22.45,1,1.9,0
02_99,2018-06-11,23.11,1,1.1,0
02_99,2018-07-23,19.99,1,0.1,0
03_01,2017-01-23,8.72,1,0.1,0
03_01,2017-01-30,8.72,1,0.45,0
03_01,2017-03-06,8.96,1,0.7,0
03_01,2017-03-20,26.78,3,1.05,0
03_01,2017-03-27,10.56,1,0.1,0
03_01,2017-04-10,11.58,1,1.7,0
03_01,2017-04-17,87.66,4,32.0,0
03_01,2017-04-24,43.32,3,1.9,0
03_01,2017-05-08,35.19,3,15.450000000000001,0
03_01,2017-05-15,26.46,3,1.567,0
03_01,2017-06-05,23.46,2,3.25,0
03_01,2017-06-19,38.339999999999996,3,10.95,0
03_01,2017-07-10,28.04,3,3.069,0
03_01,2017-07-24,9.52,1,0.538,0
03_01,2017-07-31,9.42,1,1.813,0
03_01,2017-08-07,9.58,1,0.65,0
03_01,2017-08-14,21.200000000000003,2,2.169,0
03_01,2017-08-21,11.76,1,1.5,0
03_01,2017-09-04,183.54,3,60.214,0
03_01,2017-09-11,8.72,1,0.15,0
03_01,2017-09-25,32.06,2,9.799999999999999,0
03_01,2017-10-02,36.97,3,7.213,0
03_01,2017-10-16,20.1,2,6.325,0
03_01,2017-10-30,8.72,1,0.127,0
03_01,2017-11-06,9.1,1,0.63,0
03_01,2017-11-13,23.630000000000003,2,3.334,0
03_01,2017-11-20,35.42,4,2.45,0
03_01,2017-11-27,43.77,3,6.948,0
03_01,2017-12-04,12.04,1,1.5,0
03_01,2017-12-11,31.52,4,0.8,0
03_01,2017-12-18,12.78,1,1.067,0
03_01,2018-01-01,7.78,1,0.15,0
03_01,2018-01-08,19.72,2,2.9,0
03_01,2018-01-15,48.88,3,9.174999999999999,0
03_01,2018-01-22,8.37,1,0.2,0
03_01,2018-01-29,11.9,1,1.175,0
03_01,2018-02-05,16.26,1,6.4,0
03_01,2018-02-12,18.88,2,11.2,0
03_01,2018-02-19,34.45,4,8.125,0
03_01,2018-02-26,69.87,4,20.369999999999997,0
03_01,2018-03-05,34.989999999999995,2,2.975,0
03_01,2018-03-12,16.27,2,1.718,0
03_01,2018-03-19,22.169999999999998,3,0.85,0
03_01,2018-03-26,17.840000000000003,2,9.25,0
03_01,2018-04-02,9.54,1,1.45,0
03_01,2018-04-09,53.31,4,12.913,0
03_01,2018-04-16,76.73,7,30.0,0
03_01,2018-04-23,46.92,2,16.35,0
03_01,2018-04-30,23.66,3,5.825,0
03_01,2018-05-07,26.43,3,1.75,0
03_01,2018-05-14,8.32,1,1.1,0
03_01,2018-05-21,35.41,3,6.500000000000001,0
03_01,2018-05-28,18.68,2,1.44,0
03_01,2018-06-04,43.32,4,7.15,0
03_01,2018-06-11,7.44,1,0.25,0
03_01,2018-06-18,28.14,2,13.02,0
03_01,2018-06-25,14.86,2,0.8,0
03_01,2018-07-02,14.86,2,0.3,0
03_01,2018-07-09,97.06,5,16.027,0
03_01,2018-07-16,33.17,4,1.448,0
03_01,2018-07-23,19.84,2,2.1,0
03_01,2018-07-30,76.6,6,8.049000000000001,0
03_01,2018-08-06,38.69,4,2.497,0
03_01,2018-08-13,23.740000000000002,2,4.2,0
03_01,2018-08-27,9.07,1,0.333,0
03_02,2017-01-30,12.78,1,0.75,0
03_02,2017-02-13,9.31,1,0.6,0
03_02,2017-02-20,27.259999999999998,3,1.4,0
03_02,2017-02-27,8.72,1,0.1,0
03_02,2017-03-06,17.509999999999998,2,0.6000000000000001,0
03_02,2017-03-13,19.189999999999998,2,3.1,0
03_02,2017-04-03,49.879999999999995,4,6.475,0
03_02,2017-04-10,8.72,1,0.275,0
03_02,2017-04-17,29.830000000000002,3,3.0330000000000004,0
03_02,2017-05-29,19.61,2,2.4000000000000004,0
03_02,2017-06-05,11.83,1,2.1,0
03_02,2017-06-12,10.91,1,1.075,0
03_02,2017-06-19,13.18,1,2.2,0
03_02,2017-06-26,30.06,1,1.8,0
03_02,2017-07-10,23.11,1,10.05,0
03_02,2017-07-17,7.78,1,0.85,0
03_02,2017-07-24,17.44,2,0.966,0
03_02,2017-08-07,74.92,1,12.0,0
03_02,2017-08-14,25.43,2,3.7,0
03_02,2017-08-21,12.11,1,1.5,0
03_02,2017-08-28,15.620000000000001,2,2.15,0
03_02,2017-09-04,8.72,1,0.15,0
03_02,2017-09-11,35.57,3,3.4,0
03_02,2017-09-18,52.160000000000004,5,5.55,0
03_02,2017-10-02,19.14,2,0.75,0
03_02,2017-10-09,23.77,2,3.6,0
03_02,2017-10-16,32.07,3,3.5,0
03_02,2017-10-23,11.9,1,1.175,0
03_02,2017-11-06,32.27,3,1.6,0
03_02,2017-11-13,24.89,5,2.95,0
03_02,2017-11-20,30.73,3,2.7,0
03_02,2017-11-27,31.9,3,7.505000000000001,0
03_02,2017-12-04,33.480000000000004,4,1.536,0
03_02,2017-12-11,58.96,2,3.4499999999999997,0
03_02,2017-12-25,21.14,2,3.213,0
03_02,2018-01-01,21.080000000000002,2,2.205,0
03_02,2018-01-08,54.69,6,3.525,0
03_02,2018-01-15,47.84,5,3.199,0
03_02,2018-01-22,80.29,5,30.251,0
03_02,2018-02-05,49.38,4,9.875,0
03_02,2018-02-12,76.75,6,8.183,0
03_02,2018-02-19,35.93,3,7.48,0
03_02,2018-02-26,39.81,4,12.775,0
03_02,2018-03-05,25.83,2,4.0,0
03_02,2018-03-12,24.04,3,1.163,0
03_02,2018-03-19,85.74,9,9.6,0
03_02,2018-03-26,104.9,7,37.69,0
03_02,2018-04-02,28.729999999999997,3,4.414,0
03_02,2018-04-09,62.03,4,22.8,0
03_02,2018-04-16,16.409999999999997,2,3.8200000000000003,0
03_02,2018-04-23,33.69,3,10.925,0
03_02,2018-04-30,8.88,1,0.85,0
03_02,2018-05-07,8.29,1,0.1,0
03_02,2018-05-14,23.89,3,0.9249999999999999,0
03_02,2018-05-21,33.489999999999995,4,3.125,0
03_02,2018-06-04,15.36,1,10.825,0
03_02,2018-06-11,65.68,6,11.133,0
03_02,2018-06-18,27.240000000000002,2,9.950000000000001,0
03_02,2018-06-25,31.090000000000003,2,13.25,0
03_02,2018-07-02,100.29,5,24.9,0
03_02,2018-07-09,95.51,7,22.55,0
03_02,2018-07-16,18.59,2,1.25,0
03_02,2018-07-23,72.37,5,15.35,0
03_02,2018-07-30,44.9,4,9.4,0
03_02,2018-08-06,20.09,2,1.65,0
03_02,2018-08-13,182.45999999999998,12,56.185,0
03_02,2018-08-20,66.52,6,10.17,0
03_02,2018-08-27,19.71,2,1.9,0
03_03,2016-10-03,8.77,1,0.25,0
03_03,2017-01-23,14.61,1,1.2,0
03_03,2017-01-30,22.119999999999997,2,1.75,0
03_03,2017-02-06,20.96,2,1.3539999999999999,0
03_03,2017-02-13,8.72,1,0.125,0
03_03,2017-02-20,9.84,1,0.296,0
03_03,2017-03-06,28.72,3,5.8100000000000005,0
03_03,2017-03-13,9.47,1,0.55,0
03_03,2017-03-20,8.79,1,0.1,0
03_03,2017-03-27,19.19,2,0.75,0
03_03,2017-04-03,8.72,1,0.2,0
03_03,2017-04-10,18.689999999999998,2,2.0,0
03_03,2017-04-17,9.0,1,0.588,0
03_03,2017-04-24,18.41,2,1.3499999999999999,0
03_03,2017-05-01,18.509999999999998,2,0.988,0
03_03,2017-05-08,31.62,3,3.95,0
03_03,2017-05-15,51.629999999999995,5,5.038,0
03_03,2017-05-22,29.34,3,2.2,0
03_03,2017-05-29,20.88,3,1.6,0
03_03,2017-06-05,31.12,4,1.125,0
03_03,2017-06-12,24.450000000000003,3,1.028,0
03_03,2017-06-19,48.46,2,4.855,0
03_03,2017-06-26,29.55,3,1.9000000000000001,0
03_03,2017-07-03,59.07000000000001,3,22.1,0
03_03,2017-07-10,12.04,1,1.25,0
03_03,2017-07-17,28.0,3,0.95,0
03_03,2017-07-24,19.82,2,1.7,0
03_03,2017-07-31,15.56,2,0.466,0
03_03,2017-08-07,23.12,2,2.258,0
03_03,2017-08-14,31.58,3,3.3,0
03_03,2017-08-21,29.17,3,0.9750000000000001,0
03_03,2017-08-28,15.56,2,0.8,0
03_03,2017-09-11,49.589999999999996,3,14.684,0
03_03,2017-09-18,28.02,3,1.584,0
03_03,2017-09-25,23.77,2,2.75,0
03_03,2017-10-02,23.46,2,1.5,0
03_03,2017-10-09,9.07,1,0.62,0
03_03,2017-10-16,29.23,3,2.017,0
03_03,2017-10-23,7.78,1,0.05,0
03_03,2017-11-06,32.8,3,1.7999999999999998,0
03_03,2017-11-13,13.84,1,6.3,0
03_03,2017-11-20,40.64,4,3.5999999999999996,0
03_03,2017-11-27,58.07,7,4.544,0
03_03,2017-12-04,51.57,5,2.9330000000000003,0
03_03,2017-12-11,11.8,1,2.584,0
03_03,2017-12-18,16.5,2,0.475,0
03_03,2018-01-01,32.71,3,7.813000000000001,0
03_03,2018-01-08,56.49,3,3.625,0
03_03,2018-01-15,41.77,4,7.8999999999999995,0
03_03,2018-01-22,73.86,6,4.05,0
03_03,2018-01-29,61.88,6,4.4,0
03_03,2018-02-05,13.53,1,3.5,0
03_03,2018-02-12,20.0,2,1.1,0
03_03,2018-02-19,57.56,3,3.25,0
03_03,2018-02-26,70.83,7,10.225,0
03_03,2018-03-05,37.69,4,2.29,0
03_03,2018-03-12,34.73,3,2.018,0
03_03,2018-03-19,43.269999999999996,5,6.575,0
03_03,2018-03-26,39.48,5,2.2,0
03_03,2018-04-02,75.78,9,5.451,0
03_03,2018-04-09,91.04,6,24.025,0
03_03,2018-04-16,113.25999999999999,9,97.925,0
03_03,2018-04-23,56.379999999999995,7,1.7730000000000001,0
03_03,2018-04-30,45.37,5,4.45,0
03_03,2018-05-07,54.0,5,19.950000000000003,0
03_03,2018-05-14,35.3,4,10.05,0
03_03,2018-05-21,36.43,2,16.85,0
03_03,2018-05-28,22.77,1,15.35,0
03_03,2018-06-04,18.64,1,17.05,0
03_03,2018-06-11,78.55,9,9.925,0
03_03,2018-06-18,31.38,4,2.933,0
03_03,2018-06-25,41.32,3,12.633,0
03_03,2018-07-02,100.01,5,26.05,0
03_03,2018-07-09,62.99,6,3.833,0
03_03,2018-07-16,96.71,7,23.475,0
03_03,2018-07-23,130.69,11,30.81,0
03_03,2018-07-30,35.31,4,2.801,0
03_03,2018-08-06,119.13,8,8.07,0
03_03,2018-08-13,74.82,7,9.411999999999999,0
03_03,2018-08-20,60.32,3,5.6579999999999995,0
03_03,2018-08-27,9.91,1,0.45,0
03_04,2017-01-16,8.72,1,0.1,0
03_04,2017-01-23,119.16,2,24.0,0
03_04,2017-01-30,8.93,1,0.7,0
03_04,2017-02-06,27.48,3,1.0999999999999999,0
03_04,2017-02-13,8.72,1,0.2,0
03_04,2017-02-20,27.57,3,1.9400000000000002,0
03_04,2017-02-27,35.5,4,0.9550000000000001,0
03_04,2017-03-06,74.0,7,6.234999999999999,0
03_04,2017-03-27,18.82,2,1.7,0
03_04,2017-04-03,9.83,1,4.2,0
03_04,2017-04-10,8.72,1,0.214,0
03_04,2017-04-17,22.11,2,2.85,0
03_04,2017-04-24,74.45,6,4.975,0
03_04,2017-05-01,36.59,4,1.988,0
03_04,2017-05-08,86.29,8,6.423,0
03_04,2017-05-15,37.7,4,7.563,0
03_04,2017-05-22,33.78,4,1.4929999999999999,0
03_04,2017-05-29,51.24,4,5.192,0
03_04,2017-06-05,44.47,4,12.350000000000001,0
03_04,2017-06-12,34.54,3,4.8,0
03_04,2017-06-19,34.42,3,5.05,0
03_04,2017-06-26,53.18,5,4.438000000000001,0
03_04,2017-07-03,19.89,2,1.7,0
03_04,2017-07-10,17.72,2,1.35,0
03_04,2017-07-17,36.34,3,5.550000000000001,0
03_04,2017-07-24,27.520000000000003,3,1.875,0
03_04,2017-07-31,57.84,6,4.525,0
03_04,2017-08-07,44.59,4,4.569,0
03_04,2017-08-14,83.54,9,5.623,0
03_04,2017-08-21,31.17,3,1.6,0
03_04,2017-08-28,24.28,3,1.35,0
03_04,2017-09-04,151.08,8,35.8,0
03_04,2017-09-11,90.2,5,9.445,0
03_04,2017-09-18,26.160000000000004,3,0.381,0
03_04,2017-09-25,35.1,4,1.745,0
03_04,2017-10-02,15.73,2,0.638,0
03_04,2017-10-09,50.519999999999996,5,5.1,0
03_04,2017-10-16,30.66,3,2.6350000000000002,0
03_04,2017-10-23,28.75,3,1.45,0
03_04,2017-10-30,17.12,3,0.79,0
03_04,2017-11-06,42.38,4,3.9499999999999997,0
03_04,2017-11-13,113.58999999999999,5,9.438,0
03_04,2017-11-20,163.7,16,14.573,0
03_04,2017-11-27,75.34,7,11.988000000000001,0
03_04,2017-12-04,20.810000000000002,2,2.325,0
03_04,2017-12-11,108.49000000000001,9,16.805,0
03_04,2017-12-18,72.91,6,17.783,0
03_04,2017-12-25,23.34,3,1.6500000000000001,0
03_04,2018-01-01,50.57,5,7.494999999999999,0
03_04,2018-01-08,37.06,4,1.863,0
03_04,2018-01-15,150.5,13,11.238,0
03_04,2018-01-22,72.04,8,6.4,0
03_04,2018-01-29,36.33,4,2.05,0
03_04,2018-02-05,27.630000000000003,3,4.842,0
03_04,2018-02-12,52.72,5,10.100000000000001,0
03_04,2018-02-19,72.27000000000001,8,5.775,0
03_04,2018-02-26,58.050000000000004,5,23.825,0
03_04,2018-03-05,274.63,7,67.075,0
03_04,2018-03-12,28.810000000000002,3,2.55,0
03_04,2018-03-19,100.37,5,10.290000000000001,0
03_04,2018-03-26,30.459999999999997,4,0.817,0
03_04,2018-04-02,63.78,8,2.9000000000000004,0
03_04,2018-04-09,150.85999999999999,6,19.375,0
03_04,2018-04-16,22.169999999999998,3,0.925,0
03_04,2018-04-23,45.96,5,3.5,0
03_04,2018-04-30,139.88,6,38.15,0
03_04,2018-05-07,156.45,6,37.55,0
03_04,2018-05-14,106.32,11,14.375,0
03_04,2018-05-21,89.56,9,12.1,0
03_04,2018-05-28,92.25,4,14.978,0
03_04,2018-06-04,82.5,9,11.9,0
03_04,2018-06-11,86.12,6,13.613,0
03_04,2018-06-18,117.75,9,27.25,0
03_04,2018-06-25,70.22,5,20.51,0
03_04,2018-07-02,63.44,6,6.148999999999999,0
03_04,2018-07-09,27.92,3,2.467,0
03_04,2018-07-16,46.620000000000005,5,4.25,0
03_04,2018-07-23,164.51,13,23.591,0
03_04,2018-07-30,276.2,19,50.811,0
03_04,2018-08-06,81.35,8,9.7,0
03_04,2018-08-13,195.55,15,26.201,0
03_04,2018-08-20,66.14,7,10.37,0
03_04,2018-08-27,16.68,2,0.5680000000000001,0
03_05,2016-10-03,8.72,1,0.3,0
03_05,2017-01-23,17.44,2,0.25,0
03_05,2017-01-30,18.0,1,1.35,0
03_05,2017-02-06,44.93000000000001,5,2.892,0
03_05,2017-02-13,18.770000000000003,2,1.267,0
03_05,2017-02-27,65.48,7,5.75,0
03_05,2017-03-06,20.47,2,1.193,0
03_05,2017-03-13,18.34,2,0.65,0
03_05,2017-03-20,34.27,3,2.95,0
03_05,2017-03-27,57.940000000000005,6,4.075,0
03_05,2017-04-03,23.060000000000002,2,7.6,0
03_05,2017-04-10,26.51,3,2.4,0
03_05,2017-04-17,11.97,1,2.2,0
03_05,2017-04-24,8.72,1,0.275,0
03_05,2017-05-01,17.17,2,0.892,0
03_05,2017-05-08,16.88,2,1.7,0
03_05,2017-05-15,27.46,3,5.225,0
03_05,2017-05-22,29.89,3,6.375,0
03_05,2017-05-29,29.85,2,12.196,0
03_05,2017-06-05,7.78,1,0.225,0
03_05,2017-06-12,23.64,2,9.1,0
03_05,2017-06-19,22.880000000000003,2,2.55,0
03_05,2017-06-26,17.44,2,1.0,0
03_05,2017-07-03,30.35,3,6.988,0
03_05,2017-07-10,180.87,23,17.2,0
03_05,2017-07-17,7.78,1,1.4,0
03_05,2017-07-24,28.86,3,1.375,0
03_05,2017-07-31,30.2,3,9.0,0
03_05,2017-08-07,23.46,2,2.2,0
03_05,2017-08-14,33.620000000000005,4,3.15,0
03_05,2017-08-21,30.59,3,2.963,0
03_05,2017-08-28,34.88,4,0.75,0
03_05,2017-09-04,38.9,5,1.0,0
03_05,2017-09-11,28.75,3,2.1500000000000004,0
03_05,2017-09-18,3.65,1,0.067,0
03_05,2017-09-25,53.74,5,1.901,0
03_05,2017-10-02,40.49,5,1.175,0
03_05,2017-10-09,49.22,5,6.975,0
03_05,2017-10-16,69.97,8,3.37,0
03_05,2017-10-23,22.810000000000002,2,2.25,0
03_05,2017-10-30,30.41,3,6.788,0
03_05,2017-11-06,57.84,6,5.68,0
03_05,2017-11-13,77.29,6,16.983,0
03_05,2017-11-20,75.39,7,8.9,0
03_05,2017-11-27,88.02000000000001,7,17.343,0
03_05,2017-12-04,71.2,7,6.125,0
03_05,2017-12-11,53.19,3,2.285,0
03_05,2017-12-18,36.69,1,1.7,0
03_05,2017-12-25,28.64,3,1.25,0
03_05,2018-01-01,35.629999999999995,3,3.026,0
03_05,2018-01-08,29.37,3,2.088,0
03_05,2018-01-15,96.78,7,19.955,0
03_05,2018-01-22,40.68,4,4.65,0
03_05,2018-01-29,17.12,2,0.8130000000000001,0
03_05,2018-02-05,110.39,11,27.203000000000003,0
03_05,2018-02-12,29.340000000000003,3,1.6,0
03_05,2018-02-19,65.35000000000001,7,3.95,0
03_05,2018-02-26,45.77,4,2.95,0
03_05,2018-03-05,64.09,7,10.149999999999999,0
03_05,2018-03-12,42.58,5,0.9750000000000001,0
03_05,2018-03-19,52.41,6,5.361000000000001,0
03_05,2018-03-26,34.9,4,0.325,0
03_05,2018-04-02,110.73000000000002,6,35.9,0
03_05,2018-04-09,66.31,8,11.978000000000002,0
03_05,2018-04-16,45.62,6,2.092,0
03_05,2018-04-23,119.9,9,34.783,0
03_05,2018-04-30,106.32000000000001,11,33.05,0
03_05,2018-05-07,32.08,4,1.925,0
03_05,2018-05-14,119.43,6,9.633,0
03_05,2018-05-21,15.850000000000001,2,0.44999999999999996,0
03_05,2018-05-28,38.0,3,2.9000000000000004,0
03_05,2018-06-04,25.55,2,9.2,0
03_05,2018-06-11,64.73,6,14.85,0
03_05,2018-06-18,16.17,2,1.033,0
03_05,2018-06-25,89.93,7,14.2,0
03_05,2018-07-02,107.4,8,25.950000000000003,0
03_05,2018-07-09,109.36,6,30.749999999999996,0
03_05,2018-07-16,69.38,5,16.85,0
03_05,2018-07-23,35.85,4,2.925,0
03_05,2018-07-30,157.68,16,28.666999999999998,0
03_05,2018-08-06,73.74,7,4.75,0
03_05,2018-08-13,78.64,8,9.033999999999999,0
03_05,2018-08-20,53.06,6,2.9499999999999997,0
03_05,2018-08-27,24.939999999999998,3,1.3,0
03_06,2017-01-23,32.88,3,0.42500000000000004,0
03_06,2017-02-06,21.92,2,0.7,0
03_06,2017-02-20,11.74,1,0.583,0
03_06,2017-02-27,14.33,1,2.2,0
03_06,2017-03-06,44.540000000000006,4,2.0,0
03_06,2017-03-20,47.96,4,2.3,0
03_06,2017-03-27,22.939999999999998,2,0.6000000000000001,0
03_06,2017-04-03,11.76,1,0.8,0
03_06,2017-04-10,45.650000000000006,3,5.4,0
03_06,2017-04-17,12.23,1,4.2,0
03_06,2017-05-01,21.92,2,0.4,0
03_06,2017-05-08,17.29,2,1.45,0
03_06,2017-05-15,24.28,3,0.6000000000000001,0
03_06,2017-05-22,7.78,1,0.2,0
03_06,2017-05-29,46.71,5,2.6,0
03_06,2017-06-05,39.97,4,2.238,0
03_06,2017-06-12,61.59,5,14.25,0
03_06,2017-06-19,45.24,5,2.645,0
03_06,2017-07-03,53.35,5,5.05,0
03_06,2017-07-10,23.46,2,2.0,0
03_06,2017-07-17,11.33,1,0.6,0
03_06,2017-07-24,14.16,1,2.4,0
03_06,2017-07-31,28.86,3,1.38,0
03_06,2017-08-07,21.39,2,1.7,0
03_06,2017-08-14,63.18,5,24.799999999999997,0
03_06,2017-08-21,7.78,1,0.2,0
03_06,2017-08-28,8.96,1,0.633,0
03_06,2017-09-04,54.46,5,13.35,0
03_06,2017-09-11,7.78,1,0.05,0
03_06,2017-09-18,15.56,2,0.1,0
03_06,2017-09-25,12.25,1,1.05,0
03_06,2017-10-02,33.01,3,2.85,0
03_06,2017-10-16,83.49,7,8.5,0
03_06,2017-10-23,32.08,3,1.288,0
03_06,2017-10-30,45.52,4,6.625,0
03_06,2017-11-13,44.79,5,2.1,0
03_06,2017-11-20,72.3,7,5.392,0
03_06,2017-11-27,59.709999999999994,3,3.25,0
03_06,2017-12-04,55.650000000000006,5,3.4030000000000005,0
03_06,2017-12-11,96.10000000000001,4,29.749999999999996,0
03_06,2017-12-18,23.45,2,1.2,0
03_06,2017-12-25,21.18,2,1.35,0
03_06,2018-01-01,11.9,1,0.75,0
03_06,2018-01-08,32.19,3,2.883,0
03_06,2018-01-15,104.44,4,11.55,0
03_06,2018-01-22,33.15,3,11.812999999999999,0
03_06,2018-01-29,65.36,6,4.463,0
03_06,2018-02-05,40.400000000000006,4,6.367,0
03_06,2018-02-12,59.93,4,12.113999999999999,0
03_06,2018-02-19,43.96,5,1.925,0
03_06,2018-02-26,8.72,1,0.15,0
03_06,2018-03-05,32.06,4,1.1260000000000001,0
03_06,2018-03-12,51.57,6,2.8280000000000003,0
03_06,2018-03-19,109.61,13,12.902,0
03_06,2018-03-26,29.68,3,2.0,0
03_06,2018-04-02,102.73,9,36.940000000000005,0
03_06,2018-04-09,46.08,4,12.200000000000001,0
03_06,2018-04-16,61.7,5,11.5,0
03_06,2018-04-23,45.07,4,5.139,0
03_06,2018-04-30,39.93,5,1.4,0
03_06,2018-05-07,83.13,10,5.3,0
03_06,2018-05-14,52.839999999999996,4,24.150000000000002,0
03_06,2018-05-21,33.55,3,5.5,0
03_06,2018-05-28,19.33,2,1.902,0
03_06,2018-06-04,27.66,3,1.25,0
03_06,2018-06-11,50.83,4,9.799999999999999,0
03_06,2018-06-18,82.71,8,12.840000000000002,0
03_06,2018-06-25,55.04,4,10.625,0
03_06,2018-07-02,44.75,3,9.584,0
03_06,2018-07-09,15.04,2,0.3,0
03_06,2018-07-16,64.27,6,16.378,0
03_06,2018-07-23,37.25,4,2.6999999999999997,0
03_06,2018-07-30,44.11,3,13.45,0
03_06,2018-08-06,104.12,8,16.88,0
03_06,2018-08-13,238.33999999999997,16,39.681,0
03_06,2018-08-20,23.57,2,6.050000000000001,0
03_06,2018-08-27,28.03,2,7.025,0
03_07,2017-01-09,23.68,2,1.1,0
03_07,2017-01-16,32.88,3,0.7,0
03_07,2017-01-23,10.96,1,0.2,0
03_07,2017-02-06,10.96,1,0.2,0
03_07,2017-02-27,62.88,2,28.6,0
03_07,2017-03-06,14.33,1,2.2,0
03_07,2017-03-13,24.450000000000003,2,2.0,0
03_07,2017-03-20,36.39,3,7.28,0
03_07,2017-03-27,35.79,3,2.15,0
03_07,2017-04-03,64.11,4,5.617,0
03_07,2017-04-10,23.05,2,1.3,0
03_07,2017-04-24,10.96,1,0.6,0
03_07,2017-05-01,59.13,4,10.525,0
03_07,2017-05-08,29.060000000000002,2,19.57,0
03_07,2017-05-15,7.78,1,0.15,0
03_07,2017-05-22,18.68,2,1.0,0
03_07,2017-05-29,9.51,1,1.2,0
03_07,2017-06-05,7.78,1,0.2,0
03_07,2017-06-12,7.78,1,0.05,0
03_07,2017-06-26,47.629999999999995,4,7.0,0
03_07,2017-07-03,8.72,1,0.2,0
03_07,2017-07-10,8.72,1,0.15,0
03_07,2017-07-17,19.68,2,4.574999999999999,0
03_07,2017-07-31,13.51,1,0.838,0
03_07,2017-08-07,28.18,4,2.8000000000000003,0
03_07,2017-08-14,19.51,2,1.05,0
03_07,2017-08-28,21.48,2,2.05,0
03_07,2017-09-18,46.86,5,3.35,0
03_07,2017-09-25,30.56,3,2.25,0
03_07,2017-10-02,11.76,1,1.5,0
03_07,2017-10-23,7.78,1,0.2,0
03_07,2017-10-30,11.73,1,1.1,0
03_07,2017-11-06,24.05,2,2.475,0
03_07,2017-11-13,27.740000000000002,3,10.600000000000001,0
03_07,2017-11-20,113.02,7,27.5,0
03_07,2017-11-27,15.56,2,0.4,0
03_07,2017-12-11,8.48,1,0.2,0
03_07,2017-12-25,35.33,3,4.3,0
03_07,2018-01-01,10.74,1,1.0,0
03_07,2018-01-08,27.290000000000003,3,6.251,0
03_07,2018-01-15,31.68,3,6.017,0
03_07,2018-01-22,15.56,2,0.25,0
03_07,2018-01-29,17.12,2,0.874,0
03_07,2018-02-05,32.230000000000004,4,0.588,0
03_07,2018-02-12,40.03,4,3.05,0
03_07,2018-02-19,15.56,2,0.2,0
03_07,2018-02-26,7.78,1,0.15,0
03_07,2018-03-05,35.83,1,15.95,0
03_07,2018-03-19,76.94,5,8.05,0
03_07,2018-03-26,22.169999999999998,3,0.45,0
03_07,2018-04-02,8.88,1,5.3,0
03_07,2018-04-09,27.59,3,2.25,0
03_07,2018-04-16,14.78,2,1.5,0
03_07,2018-04-23,8.88,1,0.5,0
03_07,2018-05-07,33.13,4,2.15,0
03_07,2018-05-14,41.5,4,6.45,0
03_07,2018-05-21,26.740000000000002,2,5.75,0
